"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Edible fruits, nuts & fruit peels",208,"Other Fruits",20810,"Vegetable Products",2,3683376,2023
"Edible fruits, nuts & fruit peels",208,"Frozen Fruits and Nuts",20811,"Vegetable Products",2,257973,2023
"Edible fruits, nuts & fruit peels",208,"Preserved Fruits and Nuts",20812,"Vegetable Products",2,111984,2023
"Edible fruits, nuts & fruit peels",208,"Dried Fruits",20813,"Vegetable Products",2,5063558,2023
"Edible fruits, nuts & fruit peels",208,"Citrus and Melon Peels",20814,"Vegetable Products",2,50138,2023
"Coffee, tea, mate & spices",209,"Coffee",20901,"Vegetable Products",2,18988,2023
"Coffee, tea, mate & spices",209,"Tea",20902,"Vegetable Products",2,18453507,2023
"Coffee, tea, mate & spices",209,"Mate",20903,"Vegetable Products",2,327,2023
"Coffee, tea, mate & spices",209,"Pepper",20904,"Vegetable Products",2,15665268,2023
"Coffee, tea, mate & spices",209,"Cinnamon",20906,"Vegetable Products",2,197105,2023
"Coffee, tea, mate & spices",209,"Cloves",20907,"Vegetable Products",2,90253,2023
"Coffee, tea, mate & spices",209,"Nutmeg, mace and cardamons",20908,"Vegetable Products",2,284801,2023
"Coffee, tea, mate & spices",209,"Spice Seeds",20909,"Vegetable Products",2,4343236,2023
"Coffee, tea, mate & spices",209,"Spices",20910,"Vegetable Products",2,90906088,2023
"Cereals",210,"Wheat",21001,"Vegetable Products",2,12794,2023
"Cereals",210,"Barley",21003,"Vegetable Products",2,12880,2023
"Cereals",210,"Oats",21004,"Vegetable Products",2,69030,2023
"Cereals",210,"Corn",21005,"Vegetable Products",2,322599939,2023
"Cereals",210,"Rice",21006,"Vegetable Products",2,2632016598,2023
"Cereals",210,"Sorghum",21007,"Vegetable Products",2,1402,2023
"Cereals",210,"Buckwheat",21008,"Vegetable Products",2,1094085,2023
"Products of the milling industry",211,"Wheat Flours",21101,"Vegetable Products",2,36742,2023
"Products of the milling industry",211,"Cereal Flours",21102,"Vegetable Products",2,3563795,2023
"Products of the milling industry",211,"Cereal Meal and Pellets",21103,"Vegetable Products",2,20884255,2023
"Products of the milling industry",211,"Processed Cereals",21104,"Vegetable Products",2,318400,2023
"Products of the milling industry",211,"Potato Flours",21105,"Vegetable Products",2,21459.999999999996,2023
"Products of the milling industry",211,"Legume Flours",21106,"Vegetable Products",2,151708,2023
"Products of the milling industry",211,"Malt",21107,"Vegetable Products",2,676.0000000000001,2023
"Products of the milling industry",211,"Starches",21108,"Vegetable Products",2,46958214,2023
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Soybeans",21201,"Vegetable Products",2,38429946,2023
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Ground Nuts",21202,"Vegetable Products",2,52533,2023
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Copra",21203,"Vegetable Products",2,2175,2023
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Linseed",21204,"Vegetable Products",2,32325.000000000004,2023
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Rapeseed",21205,"Vegetable Products",2,4,2023
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Sunflower Seeds",21206,"Vegetable Products",2,3003,2023
"Oils seeds, oleaginous fruits, grains, straw & fodder",212,"Other Oily Seeds",21207,"Vegetable Products",2,412621780,2023
