"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Edible fruits, nuts & fruit peels",208,"Melons",20807,"Vegetable Products",2,165111575,2023
"Edible fruits, nuts & fruit peels",208,"Apples and Pears",20808,"Vegetable Products",2,1710423352,2023
"Edible fruits, nuts & fruit peels",208,"Pitted Fruits",20809,"Vegetable Products",2,144923459,2023
"Edible fruits, nuts & fruit peels",208,"Other Fruits",20810,"Vegetable Products",2,393368696,2023
"Edible fruits, nuts & fruit peels",208,"Frozen Fruits and Nuts",20811,"Vegetable Products",2,224184439,2023
"Edible fruits, nuts & fruit peels",208,"Preserved Fruits and Nuts",20812,"Vegetable Products",2,39585172,2023
"Edible fruits, nuts & fruit peels",208,"Dried Fruits",20813,"Vegetable Products",2,265944110,2023
"Edible fruits, nuts & fruit peels",208,"Citrus and Melon Peels",20814,"Vegetable Products",2,5969512,2023
"Coffee, tea, mate & spices",209,"Coffee",20901,"Vegetable Products",2,99941840,2023
"Coffee, tea, mate & spices",209,"Tea",20902,"Vegetable Products",2,1363086665,2023
"Coffee, tea, mate & spices",209,"Mate",20903,"Vegetable Products",2,68337,2023
"Coffee, tea, mate & spices",209,"Pepper",20904,"Vegetable Products",2,877749237,2023
"Coffee, tea, mate & spices",209,"Vanilla",20905,"Vegetable Products",2,794170,2023
"Coffee, tea, mate & spices",209,"Cinnamon",20906,"Vegetable Products",2,208303814,2023
"Coffee, tea, mate & spices",209,"Cloves",20907,"Vegetable Products",2,2757227,2023
"Coffee, tea, mate & spices",209,"Nutmeg, mace and cardamons",20908,"Vegetable Products",2,3695486,2023
"Coffee, tea, mate & spices",209,"Spice Seeds",20909,"Vegetable Products",2,185687587,2023
"Coffee, tea, mate & spices",209,"Spices",20910,"Vegetable Products",2,634981778,2023
"Cereals",210,"Wheat",21001,"Vegetable Products",2,15475720,2023
"Cereals",210,"Rye",21002,"Vegetable Products",2,7072.000000000001,2023
"Cereals",210,"Barley",21003,"Vegetable Products",2,734745,2023
"Cereals",210,"Oats",21004,"Vegetable Products",2,185482,2023
"Cereals",210,"Corn",21005,"Vegetable Products",2,9531268,2023
"Cereals",210,"Rice",21006,"Vegetable Products",2,1135228573,2023
"Cereals",210,"Sorghum",21007,"Vegetable Products",2,1925718,2023
"Cereals",210,"Buckwheat",21008,"Vegetable Products",2,33103220,2023
"Products of the milling industry",211,"Wheat Flours",21101,"Vegetable Products",2,95911413,2023
"Products of the milling industry",211,"Cereal Flours",21102,"Vegetable Products",2,66534836.99999999,2023
"Products of the milling industry",211,"Cereal Meal and Pellets",21103,"Vegetable Products",2,11268819,2023
"Products of the milling industry",211,"Processed Cereals",21104,"Vegetable Products",2,76990093,2023
"Products of the milling industry",211,"Potato Flours",21105,"Vegetable Products",2,6447310,2023
"Products of the milling industry",211,"Legume Flours",21106,"Vegetable Products",2,70929199,2023
